,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
2001,28,4,104024,15,10,4,12,2,4,0,0.0,0.0,40,39, <=50K
2002,66,6,293114,11,9,2,5,0,4,1,0.014090140901409014,0.0,40,39, <=50K
2003,72,4,74141,6,5,2,4,5,1,0,0.0,0.0,48,39, >50K
2004,39,4,192337,9,13,5,12,1,4,1,0.0,0.0,50,39, <=50K
2005,27,4,262478,11,9,4,5,3,2,1,0.0,0.0,30,39, <=50K
2006,57,4,185072,15,10,4,1,2,2,0,0.0,0.0,40,23, <=50K
2007,24,4,296045,5,4,2,3,0,4,1,0.026350263502635026,0.0,38,39, <=50K
2008,28,4,246595,11,9,4,3,3,4,1,0.0,0.0,70,39, <=50K
2009,23,4,54472,15,10,3,8,1,4,0,0.0,0.0,50,39, <=50K
2010,31,4,331065,9,13,4,4,1,4,0,0.0,0.3232323232323232,40,39, <=50K
2011,23,4,161708,15,10,4,8,3,4,0,0.0,0.0,20,39, <=50K
2012,31,4,264936,15,10,4,8,1,4,0,0.0,0.0,40,39, <=50K
2013,27,2,113545,9,13,4,10,1,4,0,0.0,0.0,40,39, <=50K
2014,30,4,212237,9,13,2,10,0,4,1,0.0,0.39944903581267216,45,39, <=50K
2016,34,4,173806,12,14,4,10,1,4,1,0.048650486504865045,0.0,60,39, <=50K
2017,57,1,370890,11,9,4,1,1,4,1,0.0,0.5183654729109275,40,39, <=50K
2018,39,4,505119,12,14,2,4,0,4,1,0.0,0.0,40,5, >50K
2019,23,4,193089,1,7,4,3,3,4,1,0.0,0.0,40,39, <=50K
2020,24,2,33432,7,12,2,8,5,4,0,0.0,0.0,40,39, <=50K
2021,36,4,103110,10,16,4,10,1,4,1,0.0,0.0,40,9, <=50K
2022,32,4,160362,15,10,0,8,2,4,1,0.0,0.0,40,27, <=50K
2023,35,4,204621,7,12,0,8,3,4,0,0.0,0.0,40,39, <=50K
2024,36,4,35309,9,13,2,4,0,4,1,0.0,0.0,40,39, <=50K
2026,47,4,194772,8,11,2,7,0,4,1,0.0,0.0,40,39, >50K
2027,35,4,154410,11,9,4,6,1,4,1,0.0,0.0,40,39, <=50K
2028,44,1,220563,15,10,2,13,0,4,1,0.0,0.0,40,39, <=50K
2029,32,7,253354,12,14,2,10,0,4,1,0.0,0.0,50,39, <=50K
2030,32,4,211699,7,12,2,4,5,4,0,0.0,0.3409090909090909,40,39, >50K
2031,63,6,167501,15,10,2,10,5,4,0,0.20051200512005118,0.0,10,39, >50K
2032,34,4,229732,8,11,2,3,0,4,1,0.0,0.0,40,39, <=50K
2033,47,4,185465,11,9,2,3,0,2,1,0.0,0.0,40,39, <=50K
2034,27,4,335764,1,7,2,12,3,2,1,0.0,0.0,35,39, <=50K
2035,23,4,460046,11,9,5,4,4,4,0,0.0,0.0,42,39, <=50K
2037,50,4,176924,0,6,2,3,0,4,1,0.0,0.0,38,39, <=50K
2038,49,7,213307,15,10,2,10,0,4,1,0.0,0.0,40,39, <=50K
2039,36,4,83893,15,10,2,4,0,4,1,0.0,0.0,40,39, >50K
2040,23,4,194102,9,13,4,4,4,4,1,0.0,0.0,40,39, <=50K
2041,61,4,238611,5,4,6,8,4,2,0,0.0,0.0,38,39, <=50K
2042,41,4,113597,15,10,2,5,0,4,1,0.0,0.0,16,39, <=50K
2043,27,6,208406,9,13,2,4,0,4,1,0.0,0.0,60,39, >50K
2044,53,4,274528,9,13,0,4,1,4,1,0.0,0.0,70,39, <=50K
2045,17,6,60116,0,6,4,1,3,4,1,0.0,0.0,10,39, <=50K
2047,53,4,166368,15,10,4,3,1,4,1,0.0,0.0,40,39, <=50K
2048,28,4,303954,11,9,2,3,0,4,1,0.0,0.42424242424242425,42,39, >50K
2049,24,4,99386,9,13,3,10,3,4,0,0.0,0.0,40,39, <=50K
2050,22,4,188569,15,10,4,1,1,4,0,0.0,0.0,20,39, <=50K
2051,53,4,302868,9,13,2,12,0,4,1,0.0,0.0,50,39, >50K
2052,18,4,283342,1,7,4,8,2,2,1,0.0,0.0,20,39, <=50K
2053,24,4,233777,15,10,4,12,4,4,1,0.0,0.0,50,26, <=50K
2054,20,4,170038,11,9,4,12,1,4,0,0.0,0.0,40,39, <=50K
2055,30,2,261319,5,4,2,14,0,4,1,0.0,0.0,40,39, <=50K
2056,37,7,367237,8,11,4,10,1,4,1,0.08614086140861409,0.0,40,39, >50K
2057,34,4,126838,11,9,2,14,0,4,1,0.0,0.0,40,39, <=50K
2058,19,4,354104,11,9,4,6,3,4,1,0.0,0.0,30,39, <=50K
2059,20,4,176321,2,8,4,1,3,4,0,0.0,0.0,40,26, <=50K
2060,47,4,85129,11,9,0,8,1,1,0,0.0,0.0,40,39, <=50K
2062,22,4,62507,9,13,4,10,3,4,0,0.0,0.0,40,39, <=50K
2063,42,2,111252,12,14,2,4,0,4,1,0.0,0.45385674931129477,40,39, >50K
2064,60,4,156889,15,10,0,1,1,4,0,0.0,0.0,40,39, <=50K
2065,32,4,549430,11,9,4,9,4,4,0,0.0,0.0,40,26, <=50K
2066,46,4,29696,11,9,2,4,0,4,1,0.0,0.0,40,39, >50K
2067,66,4,98837,11,9,6,1,1,4,0,0.0,0.0,40,39, <=50K
2068,37,4,86150,9,13,2,8,5,1,0,0.0,0.0,30,39, >50K
2069,34,4,204991,15,10,0,4,3,4,1,0.0,0.0,44,39, <=50K
2070,45,4,371886,9,13,4,10,1,4,1,0.0,0.0,46,39, <=50K
2071,35,4,103605,1,7,2,5,0,4,1,0.0,0.0,40,39, <=50K
2073,51,2,133050,15,10,2,4,0,2,1,0.0,0.0,40,39, >50K
2074,36,2,126569,15,10,2,11,0,4,1,0.0,0.0,40,39, >50K
2075,25,1,144259,11,9,4,1,3,2,1,0.0,0.0,40,39, <=50K
2076,51,4,161482,11,9,0,8,4,4,0,0.0,0.0,38,39, <=50K
2077,25,6,305449,15,10,4,7,3,4,1,0.0,0.0,40,39, <=50K
2078,19,4,125010,11,9,4,5,3,4,1,0.0,0.0,45,39, <=50K
2079,47,4,304133,15,10,2,4,0,4,1,0.0,0.0,45,39, <=50K
2080,59,2,120617,11,9,5,11,4,2,0,0.0,0.0,40,39, <=50K
2081,34,4,157747,9,13,2,4,0,4,1,0.0,0.0,40,39, >50K
2082,40,4,297396,15,10,5,4,4,4,0,0.0,0.0,60,39, <=50K
2083,42,4,121287,11,9,0,7,1,4,1,0.0,0.0,45,39, <=50K
2085,37,4,49115,12,14,2,4,0,4,1,0.0,0.0,60,39, >50K
2086,51,5,208302,7,12,2,12,0,4,1,0.0,0.0,38,39, >50K
2087,25,4,304032,11,9,4,1,3,4,1,0.0,0.0,36,39, <=50K
2088,31,1,207301,11,9,2,1,5,4,0,0.0,0.0,40,39, >50K
2089,37,4,123211,11,9,2,8,0,4,1,0.0,0.0,44,39, >50K
2090,42,4,33521,7,12,2,12,0,4,1,0.0,0.0,45,39, >50K
2092,35,4,410034,15,10,0,12,1,4,1,0.0,0.0,50,39, <=50K
2093,51,4,175339,9,13,2,12,0,4,1,0.0,0.0,47,39, >50K
2095,49,4,168211,15,10,2,3,0,4,1,0.0,0.3409090909090909,40,39, >50K
2096,26,4,125680,9,13,4,10,1,1,1,0.0,0.0,16,24, <=50K
2097,56,2,160829,11,9,0,1,1,4,0,0.0,0.0,46,39, <=50K
2098,52,4,266529,15,10,2,10,0,4,1,0.0,0.0,45,39, >50K
2100,47,7,224149,9,13,0,4,1,4,0,0.0,0.0,40,39, >50K
2101,52,4,150930,8,11,2,3,0,4,1,0.0,0.0,40,39, <=50K
2102,30,4,343699,11,9,0,3,4,4,0,0.0,0.0,40,39, <=50K
2103,43,5,172826,15,10,2,12,0,4,1,1.0,0.0,55,39, >50K
2106,42,4,213821,11,9,2,3,0,4,1,0.0,0.4331955922865014,40,39, >50K
2107,26,4,211265,15,10,3,3,2,2,0,0.0,0.0,35,6, <=50K
2108,58,2,160586,11,9,2,5,0,4,1,0.0,0.0,40,39, <=50K
2109,66,4,146454,15,10,2,12,0,4,1,0.055560555605556054,0.0,40,39, >50K
2110,30,4,203277,11,9,2,11,0,4,1,0.0,0.0,60,39, >50K
2111,46,4,309895,15,10,5,1,4,4,0,0.0,0.0,40,39, <=50K
2112,45,4,26522,15,10,2,1,5,4,0,0.0,0.43663911845730025,35,39, >50K
2113,57,4,103809,11,9,4,12,4,4,0,0.0,0.0,40,39, <=50K
2114,25,4,90291,9,13,4,4,3,4,1,0.0,0.0,40,39, <=50K
2115,21,7,181761,15,10,4,13,3,4,0,0.0,0.0,10,39, <=50K
2116,37,4,35330,11,9,0,3,1,4,1,0.0,0.38314967860422405,55,39, <=50K
2117,45,2,135776,12,14,0,10,1,4,0,0.0,0.0,30,39, <=50K
2119,39,4,179579,11,9,4,3,3,4,1,0.0,0.0,40,39, <=50K
2120,42,4,193626,11,9,2,1,5,4,0,0.0,0.0,53,39, <=50K
2121,20,4,108887,11,9,4,7,3,4,0,0.0,0.0,40,39, <=50K
2122,23,4,199070,11,9,4,11,3,2,1,0.0,0.0,16,39, <=50K
2123,25,4,441591,9,13,4,13,3,4,1,0.0,0.0,40,39, <=50K
2124,47,4,185254,4,3,4,9,3,4,0,0.0,0.0,40,8, <=50K
2125,24,4,109307,11,9,4,12,3,4,1,0.0,0.0,45,39, <=50K
2127,35,4,23621,11,9,4,3,1,4,1,0.0,0.0,70,39, <=50K
2128,44,2,145178,11,9,2,8,5,2,0,0.0,0.0,38,23, >50K
2129,47,7,30575,15,10,2,10,0,4,1,0.0,0.0,50,39, <=50K
2130,28,7,130620,1,7,5,1,4,1,0,0.0,0.0,40,19, <=50K
2131,41,2,22155,12,14,0,10,4,4,0,0.0,0.0,60,39, <=50K
2132,31,4,106437,11,9,4,1,1,4,0,0.0,0.0,40,39, <=50K
2133,27,4,79787,12,14,4,4,1,4,0,0.0,0.0,25,39, <=50K
2134,47,4,326857,8,11,2,3,0,4,1,0.05013050130501305,0.0,40,39, <=50K
2135,44,4,81853,11,9,4,12,1,1,0,0.0,0.0,40,39, <=50K
2136,61,4,120933,15,10,4,9,1,4,0,0.0,0.0,40,39, <=50K
2137,42,1,153143,15,10,0,1,2,4,0,0.0,0.0,40,33, <=50K
2138,46,4,27669,11,9,4,8,1,4,0,0.0,0.0,28,39, <=50K
2139,46,4,105444,9,13,2,4,0,4,1,0.0,0.0,50,39, >50K
2140,54,2,169785,12,14,6,10,4,4,0,0.0,0.0,38,39, <=50K
2141,49,4,122493,11,9,6,13,4,4,1,0.0,0.0,40,39, <=50K
2142,56,2,242670,15,10,6,1,4,4,0,0.0,0.0,40,39, <=50K
2143,52,4,54933,12,14,0,10,3,4,0,0.0,0.0,40,39, <=50K
2144,34,4,209317,11,9,2,14,0,4,1,0.0,0.0,40,33, <=50K
2145,25,6,282631,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
2146,18,4,98044,1,7,4,10,3,4,0,0.0,0.0,40,39, <=50K
2147,58,4,187487,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
2148,31,7,60186,9,13,0,10,1,4,1,0.0,0.0,40,39, <=50K
2149,29,4,75648,15,10,2,3,0,4,1,0.0,0.0,55,39, <=50K
2150,28,4,201175,1,7,4,7,1,2,1,0.0,0.0,40,39, <=50K
2151,30,4,19302,15,10,4,1,1,4,1,0.0,0.0,48,39, <=50K
2153,44,4,146659,12,14,2,10,0,4,1,0.0,0.4331955922865014,35,39, >50K
2154,75,4,101887,0,6,6,9,1,4,0,0.0,0.0,70,39, <=50K
2156,26,4,60726,15,10,2,3,0,2,1,0.0,0.0,40,39, <=50K
2157,33,5,201763,9,13,2,12,0,4,1,0.0,0.0,50,39, >50K
2158,57,5,119253,12,14,2,12,0,4,1,0.15024150241502415,0.0,65,39, >50K
2159,47,6,121124,4,3,2,12,0,4,1,0.0,0.0,55,22, >50K
2160,41,4,220132,11,9,2,4,0,4,1,0.07298072980729807,0.0,40,39, >50K
2161,21,4,60639,15,10,4,8,1,4,0,0.0,0.0,37,39, <=50K
2162,17,4,195262,1,7,4,3,3,4,1,0.0,0.0,17,39, <=50K
2165,22,4,100587,15,10,4,8,3,2,0,0.0,0.0,15,39, <=50K
2166,47,4,298130,11,9,2,12,0,4,1,0.0,0.0,40,39, <=50K
2167,45,4,242391,9,13,2,4,0,4,1,0.0,0.0,40,39, >50K
2168,32,6,197867,8,11,0,12,4,4,1,0.0,0.0,50,39, <=50K
2169,59,4,151977,0,6,5,9,1,2,0,0.0,0.0,30,39, <=50K
2170,38,4,277347,11,9,2,3,0,4,1,0.0,0.0,50,39, <=50K
2171,33,4,125249,11,9,5,11,3,4,0,0.0,0.0,40,39, <=50K
2172,41,4,222142,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
2173,51,4,270194,6,5,2,14,0,4,1,0.0,0.0,40,39, <=50K
2174,42,4,169995,11,9,2,12,0,4,1,0.0,0.0,48,39, <=50K
2175,27,4,359155,9,13,2,10,5,4,0,0.0,0.0,40,39, >50K
2176,60,4,123992,15,10,2,3,0,4,1,0.0,0.0,45,39, <=50K
2177,64,2,266080,11,9,0,1,1,4,0,0.0,0.0,35,39, <=50K
2178,37,4,201531,7,12,2,7,0,4,1,0.0,0.0,40,39, >50K
2179,54,6,179704,9,13,2,4,0,4,1,0.0,0.0,45,39, >50K
2180,36,4,393673,7,12,2,4,5,4,0,0.0,0.0,50,39, >50K
2182,41,6,438696,12,14,0,12,4,4,1,0.0,0.0,5,39, >50K
2183,35,6,207568,5,4,2,5,0,4,1,0.0,0.0,75,39, <=50K
2184,63,5,54052,12,14,2,12,0,4,1,0.0,0.0,68,39, >50K
2185,46,4,187581,11,9,0,3,2,4,1,0.0,0.0,40,39, <=50K
2186,47,6,77102,12,14,0,10,1,4,1,0.0,0.0,40,39, <=50K
2187,24,4,353010,9,13,4,7,1,4,1,0.0,0.0,65,39, <=50K
2188,29,4,54131,15,10,4,12,1,4,1,0.0,0.0,30,39, <=50K
2189,74,1,39890,15,10,6,14,1,4,0,0.0,0.0,18,39, <=50K
2190,50,4,156877,1,7,2,14,0,4,1,0.0,0.0,70,39, >50K
2191,22,4,355686,15,10,4,1,1,4,0,0.0,0.0,40,39, <=50K
2192,48,4,300168,2,8,5,1,3,2,0,0.0,0.0,40,39, <=50K
2193,30,4,488720,6,5,2,6,2,4,1,0.0,0.0,40,26, <=50K
2194,32,4,157287,9,13,2,12,0,4,1,0.0,0.0,40,39, <=50K
2195,39,4,184659,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
2196,49,4,214169,15,10,2,3,0,4,1,0.0,0.0,40,39, >50K
2197,25,4,192149,9,13,4,1,3,4,0,0.0,0.0,40,39, <=50K
2198,50,4,137253,9,13,2,1,5,4,0,0.0,0.0,40,39, >50K
2199,44,4,373050,11,9,2,14,0,4,1,0.0,0.0,40,39, <=50K
2200,65,4,90377,8,11,2,5,0,4,1,0.06767067670676706,0.0,60,39, <=50K
2201,28,1,183151,7,12,2,1,0,4,1,0.0,0.0,60,39, <=50K
2202,55,4,227158,9,13,6,1,4,4,0,0.0,0.0,40,39, <=50K
2203,49,2,34021,9,13,4,10,3,4,0,0.0,0.0,50,39, <=50K
2204,31,4,165148,11,9,5,4,4,4,0,0.0,0.0,12,39, <=50K
2205,47,4,211668,11,9,2,7,5,2,0,0.0,0.0,40,39, >50K
2206,45,4,358886,11,9,2,14,0,4,1,0.0,0.0,40,39, >50K
2207,35,4,47707,11,9,4,8,1,2,0,0.0,0.0,40,39, <=50K
2208,34,6,306982,9,13,2,12,0,1,1,0.0,0.0,60,35, <=50K
2209,49,2,52590,11,9,6,11,1,2,1,0.0,0.0,40,39, <=50K
2211,27,4,158156,11,9,4,8,1,4,0,0.0,0.0,42,39, <=50K
2212,42,4,70055,11,9,2,6,0,4,1,0.0,0.0,40,39, <=50K
2214,64,6,177825,11,9,4,8,1,4,1,0.01055010550105501,0.0,40,39, <=50K
2215,33,4,127215,15,10,2,12,0,4,1,0.0,0.0,48,39, >50K
2216,23,4,175183,15,10,4,1,1,4,0,0.0,0.0,40,39, <=50K
2217,45,4,142287,12,14,2,4,0,4,1,0.0,0.0,50,39, >50K
2218,34,4,221324,11,9,4,7,4,2,0,0.0,0.0,40,39, <=50K
2219,53,4,227602,11,9,0,12,1,4,0,0.0,0.0,37,26, <=50K
2220,22,4,228452,0,6,4,3,1,4,1,0.0,0.0,30,39, <=50K
2221,57,7,39380,11,9,5,8,1,4,0,0.0,0.0,35,39, <=50K
2223,23,4,336360,5,4,4,3,3,2,1,0.0,0.0,40,39, <=50K
2224,31,4,257644,1,7,4,14,4,4,1,0.0,0.0,40,39, <=50K
2225,23,7,235853,9,13,4,13,1,4,1,0.0,0.0,22,39, <=50K
2226,30,4,270577,11,9,5,1,4,4,0,0.0,0.0,40,39, <=50K
2227,32,2,222900,9,13,5,10,1,4,0,0.0,0.0,50,39, >50K
2228,42,4,99254,7,12,2,1,5,2,0,0.0,0.0,40,39, >50K
2229,51,4,224763,5,4,2,14,0,4,1,0.0,0.0,40,5, <=50K
2230,59,6,174056,9,13,2,12,0,4,1,0.15024150241502415,0.0,40,39, >50K
2231,36,4,127306,9,13,4,4,3,4,0,0.0,0.0,40,39, <=50K
2232,45,4,339506,11,9,4,12,1,2,1,0.0,0.0,40,39, <=50K
2233,35,4,178322,8,11,2,12,0,4,1,0.0,0.0,50,11, >50K
2234,33,4,189843,5,4,2,7,0,4,1,0.0,0.0,40,39, <=50K
2235,43,4,160815,8,11,0,10,4,4,0,0.0,0.0,40,39, <=50K
2236,60,4,207665,11,9,2,13,5,4,0,0.0,0.0,40,39, >50K
2237,37,7,160402,9,13,2,10,0,4,1,0.0,0.0,55,39, >50K
2238,35,4,170263,15,10,4,13,4,4,0,0.0,0.0,40,39, <=50K
2239,36,4,184659,15,10,2,1,0,4,1,0.0,0.0,52,39, <=50K
2240,38,1,338320,14,15,2,10,0,4,1,0.0,0.45385674931129477,50,39, >50K
2241,54,4,101017,5,4,2,3,0,4,1,0.0,0.0,40,39, <=50K
2242,51,4,204322,8,11,2,6,0,4,1,0.0,0.0,40,39, >50K
2243,45,4,241350,7,12,2,3,0,4,1,0.0,0.0,45,39, >50K
2244,63,1,217994,15,10,0,4,4,4,0,0.0,0.0,40,39, <=50K
2245,51,4,128143,15,10,2,3,0,4,1,0.0,0.0,40,39, >50K
2246,58,6,164065,12,14,0,12,1,4,1,0.0,0.0,18,39, <=50K
2247,64,2,78866,11,9,0,1,1,4,0,0.0,0.0,40,39, <=50K
2248,20,4,236769,15,10,4,6,3,4,1,0.0,0.0,40,39, <=50K
2249,44,1,239539,9,13,2,1,0,1,1,0.0,0.0,40,30, >50K
2250,39,4,34028,9,13,0,4,4,4,0,0.0,0.0,48,39, <=50K
2251,45,7,207847,15,10,4,1,4,4,0,0.0,0.0,40,39, <=50K
2252,44,4,175935,10,16,2,1,0,4,1,0.0,0.0,55,39, >50K
2253,22,1,218445,15,10,4,4,1,4,0,0.0,0.0,40,39, <=50K
2254,63,5,215833,11,9,2,4,0,4,1,0.0,0.0,40,39, >50K
2255,26,4,156976,8,11,5,8,1,2,1,0.0,0.0,40,39, <=50K
2256,42,6,220647,9,13,2,5,0,4,1,0.0,0.0,45,39, <=50K
2257,20,4,218343,11,9,4,8,3,4,0,0.0,0.0,25,39, <=50K
2258,29,4,241431,12,14,2,12,0,4,1,0.07298072980729807,0.0,40,39, >50K
2259,38,2,123983,9,13,4,4,4,1,1,0.0,0.39967860422405876,40,40, <=50K
2260,25,4,73289,11,9,4,14,3,4,1,0.0,0.0,40,39, <=50K
2261,27,4,408623,9,13,2,3,2,4,1,0.0,0.0,50,39, <=50K
2262,46,4,169180,8,11,0,1,1,4,0,0.0,0.0,40,39, <=50K
2263,31,4,54929,15,10,0,3,1,4,1,0.0,0.0,60,39, <=50K
2264,24,4,306779,8,11,4,4,3,4,1,0.0,0.0,35,39, <=50K
2265,43,4,159549,15,10,2,12,0,4,1,0.0,0.0,50,39, >50K
2266,23,4,482082,2,8,4,7,3,4,1,0.0,0.0,21,26, <=50K
2267,32,2,286101,11,9,4,14,4,2,0,0.0,0.0,37,39, <=50K
2268,44,4,167955,11,9,2,3,0,4,1,0.0,0.0,40,31, <=50K
2269,40,6,209040,9,13,2,12,0,4,1,0.0,0.0,40,39, <=50K
2270,38,4,105017,11,9,0,3,4,4,1,0.0,0.0,40,39, <=50K
2271,23,4,27776,8,11,4,7,1,4,1,0.0,0.0,40,39, <=50K
2272,19,4,242941,15,10,4,12,3,4,0,0.0,0.3677685950413223,10,39, <=50K
2273,41,4,118853,15,10,2,12,0,4,1,0.0,0.0,40,39, <=50K
2274,48,4,119565,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
2275,23,4,196827,15,10,2,7,0,4,1,0.0,0.43663911845730025,40,39, <=50K
2276,47,4,275361,7,12,6,8,3,4,0,0.0,0.0,35,39, <=50K
2277,42,4,225193,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
2278,17,4,329783,0,6,4,12,2,4,0,0.0,0.0,10,39, <=50K
2279,29,2,107411,14,15,4,10,1,4,0,0.0,0.0,70,39, <=50K
2280,21,7,258490,15,10,4,10,1,4,0,0.0,0.0,20,39, <=50K
2282,31,4,219509,11,9,2,8,0,4,1,0.0,0.0,40,26, >50K
2283,27,2,29174,9,13,4,10,4,4,0,0.0,0.0,40,39, <=50K
2284,29,4,40083,10,16,4,10,1,4,1,0.0,0.0,40,2, <=50K
2285,23,4,87528,9,13,4,12,1,4,0,0.0,0.0,45,39, <=50K
2286,41,4,116379,12,14,2,10,0,1,1,0.0,0.0,55,36, >50K
2287,46,2,216214,9,13,2,10,0,4,1,0.0,0.0,35,39, >50K
2288,34,4,268051,15,10,2,11,2,2,0,0.0,0.0,25,14, <=50K
2289,42,6,121718,11,9,2,3,0,4,1,0.0,0.0,24,39, <=50K
2290,18,4,201901,11,9,4,6,3,4,0,0.0,0.39462809917355374,15,39, <=50K
2291,46,4,109089,11,9,0,3,1,4,1,0.0,0.0,37,39, <=50K
2293,52,4,284129,15,10,2,3,0,4,1,0.0,0.0,40,39, >50K
2294,56,4,143030,11,9,0,3,4,4,0,0.0,0.0,40,39, <=50K
2295,21,4,212619,8,11,4,7,3,4,1,0.0,0.0,40,39, <=50K
2296,22,6,199011,11,9,4,3,2,4,1,0.0,0.0,20,39, <=50K
2297,31,4,118901,9,13,0,1,4,4,0,0.0,0.0,45,39, <=50K
2298,41,6,129865,11,9,2,8,0,4,1,0.0,0.0,60,39, <=50K
2299,25,4,157900,15,10,5,1,4,4,0,0.0,0.0,40,39, <=50K
2300,43,6,349341,9,13,0,4,1,4,1,0.0,0.0,60,39, <=50K
2301,45,4,158685,11,9,5,12,1,4,0,0.0,0.0,40,39, <=50K
2302,26,4,386585,15,10,0,13,1,4,1,0.0,0.0,60,39, <=50K
2303,90,4,52386,15,10,4,8,1,1,1,0.0,0.0,35,39, <=50K
2304,45,4,246891,9,13,2,12,0,4,1,0.0,0.43663911845730025,40,39, >50K
2305,30,4,190385,9,13,2,8,5,4,0,0.0,0.0,40,39, >50K
2306,42,4,37869,15,10,2,3,0,4,1,0.0,0.0,40,39, <=50K
2307,20,4,217807,15,10,4,6,3,4,1,0.0,0.0,35,39, <=50K
2308,53,4,149784,9,13,2,10,0,4,1,0.07688076880768807,0.0,40,39, >50K
2309,64,7,201293,11,9,6,1,1,4,0,0.0,0.0,38,39, <=50K
2310,56,4,128764,5,4,6,14,1,4,1,0.0,0.0,20,39, <=50K
2311,42,4,27444,15,10,3,10,1,4,1,0.0,0.0,40,39, >50K
2312,26,4,62438,9,13,2,12,5,4,0,0.0,0.0,40,39, >50K
2313,31,2,151726,7,12,4,1,3,0,0,0.0,0.0,40,39, <=50K
2314,40,4,29841,9,13,2,1,5,4,0,0.0,0.0,40,39, <=50K
2315,58,4,131608,15,10,6,3,1,4,1,0.0,0.0,40,39, <=50K
2316,41,4,110562,9,13,2,4,0,4,1,0.0,0.0,40,39, <=50K
2317,58,5,190541,11,9,4,12,1,4,1,0.0,0.0,47,39, <=50K
2318,62,7,33142,12,14,2,10,0,4,1,0.0,0.0,60,39, >50K
2319,65,5,139272,9,13,2,12,0,4,1,1.0,0.0,60,39, >50K
2320,40,4,234633,15,10,4,3,1,4,1,0.0,0.0,40,39, <=50K
2321,45,2,238386,15,10,2,11,0,4,1,0.0,0.0,40,39, >50K
2322,22,4,460835,11,9,4,3,3,4,1,0.0,0.0,55,39, <=50K
2324,63,1,97855,12,14,2,4,0,4,1,0.0,0.0,50,39, >50K
2325,39,4,77146,9,13,2,4,0,4,1,0.0,0.4331955922865014,50,39, >50K
2326,37,4,200863,15,10,6,3,4,4,1,0.0,0.0,40,39, <=50K
2328,56,4,77415,1,7,2,5,0,4,1,0.0,0.0,50,39, <=50K
2329,32,4,236770,15,10,0,12,1,4,1,0.0,0.0,50,39, <=50K
2330,53,1,173093,15,10,2,4,5,1,0,0.0,0.4331955922865014,40,30, >50K
2331,32,4,235124,8,11,0,10,1,4,1,0.0,0.0,40,39, <=50K
2332,23,6,282604,1,7,2,14,0,4,1,0.07688076880768807,0.0,60,39, >50K
2333,35,4,199288,1,7,5,14,1,4,1,0.0,0.0,90,39, <=50K
2334,51,4,191659,15,10,2,4,0,4,1,0.0,0.4331955922865014,65,39, >50K
2335,19,4,43285,15,10,4,1,3,4,0,0.0,0.0,20,39, <=50K
2336,41,4,160837,1,7,3,7,1,4,1,0.0,0.0,40,13, <=50K
2337,22,4,230574,0,6,4,14,3,4,1,0.0,0.0,25,39, <=50K
2338,23,4,176178,11,9,4,13,3,4,0,0.0,0.0,40,39, <=50K
2339,36,4,116358,12,14,2,4,0,1,1,0.0,0.0,40,36, >50K
2341,45,4,107787,8,11,2,3,0,4,1,0.0,0.0,40,2, <=50K
2342,23,6,519627,11,9,4,5,1,4,1,0.0,0.0,25,26, <=50K
2343,21,4,191460,1,7,4,8,4,2,0,0.0,0.0,40,39, <=50K
2344,44,4,198282,12,14,2,4,0,4,1,0.15024150241502415,0.0,40,39, >50K
2345,29,4,214858,9,13,2,12,0,4,1,0.0,0.0,40,39, >50K
2346,36,6,64875,8,11,2,13,0,4,1,0.0,0.0,60,39, <=50K
2347,18,4,675421,6,5,4,6,3,4,1,0.005940059400594006,0.0,40,39, <=50K
2348,62,6,134768,2,8,2,3,0,4,1,0.0,0.0,40,39, >50K
2349,25,1,207342,15,10,4,4,1,2,1,0.0,0.0,40,39, <=50K
2350,34,4,64830,7,12,0,4,1,4,0,0.0,0.0,45,39, <=50K
2351,31,4,220066,9,13,4,4,1,4,0,0.14344143441434415,0.0,50,39, >50K
2352,37,4,82521,9,13,2,4,0,4,1,0.15024150241502415,0.0,40,39, >50K
2353,33,4,176711,9,13,2,5,0,4,1,0.0,0.0,40,9, <=50K
2355,28,4,111900,7,12,2,12,0,4,1,0.0,0.0,30,39, <=50K
2357,47,4,481987,11,9,2,8,0,4,1,0.0,0.0,40,39, >50K
2360,34,4,158420,9,13,2,4,0,4,1,0.0,0.0,70,39, <=50K
2361,26,4,256000,14,15,2,10,0,4,1,1.0,0.0,60,39, >50K
2362,36,4,183892,15,10,2,3,0,4,1,0.07298072980729807,0.0,44,39, >50K
2363,28,4,42734,11,9,4,6,3,4,1,0.0,0.0,40,39, <=50K
2364,22,4,181773,11,9,4,14,3,2,1,0.0,0.0,40,39, <=50K
2365,47,4,184945,15,10,5,8,1,2,0,0.0,0.0,35,39, <=50K
2366,33,4,107248,8,11,4,1,1,4,1,0.0,0.0,45,39, <=50K
2367,34,5,215382,12,14,5,10,1,4,0,0.04787047870478705,0.0,40,39, >50K
2368,25,4,122999,11,9,4,3,3,4,1,0.0,0.0,40,39, <=50K
