,age,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,workclass_1,workclass_2,workclass_4,workclass_5,workclass_6,workclass_7,workclass_8,education_0,education_1,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,label
6199,32,251243,10,0,4,1,4,0,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
6200,37,415847,13,2,10,0,4,1,0.0,0.0,40,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
6201,28,119793,13,4,12,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6202,37,181705,11,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
6203,50,182360,9,5,10,4,3,0,0.0,0.0,60,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6204,49,61885,7,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6205,40,146520,14,2,4,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
6206,40,323790,10,2,8,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6207,49,146268,10,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6208,35,287031,14,4,4,1,4,1,0.08614086140861409,0.0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
6209,33,292217,9,0,11,4,4,1,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6210,24,88126,9,4,3,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6211,41,143046,14,4,1,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, <=50K
6212,43,401623,10,2,13,0,2,1,0.0,0.0,40,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
6213,36,283122,9,2,5,0,4,1,0.0,0.43663911845730025,60,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
6214,84,155057,13,2,5,0,4,1,0.0,0.0,20,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6215,23,260254,9,4,12,3,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6216,41,152292,13,2,10,0,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
6217,55,138594,9,2,4,0,4,1,0.0,0.45385674931129477,45,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
6218,30,523095,10,4,3,1,4,1,0.0,0.0,45,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6219,46,175262,12,2,1,0,1,1,0.0,0.0,40,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, <=50K
6220,55,323706,10,2,4,0,4,1,0.0,0.43663911845730025,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
6221,34,316470,10,4,1,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6222,54,163815,14,0,12,1,4,1,0.0,0.0,60,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, <=50K
6223,27,72208,10,4,1,3,2,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6224,52,74784,14,2,10,5,4,0,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
6225,36,383518,10,2,1,5,2,0,1.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
6226,25,266668,9,4,10,1,4,1,0.0,0.0,40,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6227,52,347519,13,2,4,0,4,1,0.0,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
6228,24,336088,9,0,4,1,0,0,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6229,36,190350,9,4,1,1,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6230,31,204052,9,2,6,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6232,90,155981,13,2,10,0,4,1,0.1056610566105661,0.0,50,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6233,67,195161,14,2,10,0,4,1,0.20051200512005118,0.0,60,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
6234,22,269583,4,2,3,0,4,1,0.025800258002580026,0.0,40,39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, <=50K
6235,47,26994,10,0,1,1,4,0,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6236,32,116539,13,2,4,0,4,1,0.0,0.4331955922865014,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
6237,55,189933,4,2,5,0,4,1,0.0,0.0,50,39,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, <=50K
6238,32,101283,9,4,6,1,4,0,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6239,48,113598,10,5,1,2,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6240,21,188793,9,2,12,0,3,1,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6241,33,109996,12,3,10,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, <=50K
6243,47,436770,11,4,10,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
6244,18,84253,7,4,8,3,4,0,0.0,0.0,24,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6245,44,383493,9,2,3,0,4,1,0.0,0.0,60,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
6246,23,216867,10,4,3,3,4,1,0.0,0.0,37,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6247,18,401051,6,4,12,3,4,0,0.0,0.0,35,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6248,56,83196,9,2,4,0,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6249,24,325596,13,4,1,3,4,1,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6250,43,187322,13,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
6251,23,193949,13,4,12,3,4,0,0.0,0.0,60,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6252,26,133373,10,4,12,3,4,1,0.0,0.0,42,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6253,42,113324,9,6,12,4,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6254,23,178818,9,4,1,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6255,53,152810,6,2,3,0,4,1,0.0,0.0,40,39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6256,51,335997,9,2,4,0,4,1,0.04386043860438604,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
6257,40,436493,9,4,8,3,4,1,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6258,27,704108,13,4,10,1,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6259,24,150084,10,5,11,1,4,1,0.0,0.0,60,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6260,42,341204,9,0,3,2,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6261,41,187336,9,5,1,4,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6262,23,204209,10,4,6,3,4,1,0.0,0.0,10,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6263,42,206066,14,2,10,0,4,1,0.0,0.0,65,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, <=50K
6264,38,63509,9,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
6265,63,391121,4,2,5,0,4,1,0.0,0.0,30,39,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, <=50K
6266,31,56026,9,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6267,18,60981,7,4,8,3,4,0,0.0,0.0,4,39,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6268,21,228255,10,4,8,3,4,1,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6269,24,86745,13,2,10,2,1,0,0.0,0.0,40,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6270,55,234327,10,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6271,20,59948,5,4,1,4,2,0,0.0011400114001140012,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, <=50K
6272,31,137814,10,0,12,3,4,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6273,23,167692,10,4,1,3,4,0,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6274,35,245090,9,2,3,0,4,1,0.0,0.0,40,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6275,51,256963,10,2,12,0,4,1,0.0,0.0,60,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6276,19,160033,10,4,11,3,4,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6277,38,289430,9,0,11,1,4,1,0.0,0.0,56,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6278,52,305053,9,2,3,0,4,1,0.0,0.47084481175390264,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6279,70,172370,15,2,10,0,4,1,0.0,0.0,25,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, <=50K
6280,53,320510,6,0,3,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6281,59,171355,16,2,4,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, >50K
6282,39,65027,10,2,14,0,4,1,0.0,0.0,43,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6283,18,215190,8,4,12,3,4,0,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6286,24,138938,10,0,1,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6287,25,557082,9,4,1,1,4,0,0.0,0.0,38,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6288,32,273287,10,4,4,1,2,1,0.0,0.0,40,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6289,34,77209,9,2,12,0,4,1,0.0,0.43663911845730025,60,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
6290,35,317153,9,4,12,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6291,50,95469,9,2,1,0,4,1,0.07298072980729807,0.0,45,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
6292,18,302859,9,4,12,3,4,1,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6293,37,333651,9,4,1,1,4,1,0.0,0.0,42,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6294,30,177596,10,4,8,4,4,0,0.0,0.0,36,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6295,40,157240,14,2,4,5,4,0,0.15024150241502415,0.0,30,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
6296,22,184779,9,4,10,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6297,50,138358,10,5,8,4,2,0,0.0,0.0,28,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6298,70,176285,9,0,8,1,4,0,0.0,0.0,23,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6299,43,102180,14,2,10,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
6300,77,209507,10,4,3,1,4,1,0.0,0.0,40,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6301,30,229741,9,2,3,0,4,1,0.0,0.0,40,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6302,33,324546,10,2,7,0,4,1,0.0,0.0,39,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6303,51,337195,10,2,12,0,4,1,0.0,0.43663911845730025,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
6304,58,194068,14,2,10,0,4,1,0.0,0.45385674931129477,50,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
6305,22,250647,10,4,1,3,4,1,0.0,0.0,12,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6306,33,477106,9,2,14,0,2,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6307,27,104329,7,2,12,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6308,35,224566,10,4,4,1,4,1,0.0,0.0,60,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6309,32,169841,10,0,12,1,4,0,0.0,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6310,41,42563,13,2,13,5,4,0,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
6311,37,31368,10,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6312,17,132755,7,4,12,3,4,1,0.0,0.0,15,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6313,50,279129,13,0,4,1,4,1,0.0,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
6315,54,44172,9,5,4,4,4,0,0.0,0.0,38,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6316,23,93076,9,4,8,3,2,1,0.0,0.0,40,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6317,40,146653,13,0,1,4,4,0,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6318,29,221366,13,2,10,0,4,1,0.05013050130501305,0.0,40,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6320,30,172304,11,2,4,0,4,1,0.0,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
6321,20,116666,10,4,12,3,1,1,0.0,0.0,8,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6322,43,64112,10,2,5,0,4,1,0.0,0.0,50,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6323,25,55718,10,4,13,3,4,1,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6324,39,126675,14,2,12,0,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
6325,48,102112,12,2,10,0,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, >50K
6326,41,226505,9,0,8,4,4,0,0.0,0.0,40,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6327,24,211527,13,4,1,1,4,1,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6328,20,175069,10,4,1,3,4,1,0.0,0.0,40,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6329,25,25249,10,4,1,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6330,57,73411,10,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
6331,39,207185,10,2,4,5,4,0,0.0,0.0,35,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
6332,66,127139,13,2,10,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
6333,34,41809,10,0,1,4,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6334,36,297449,13,0,10,1,4,1,0.14084140841408413,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
6335,46,141483,9,2,12,5,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6336,42,117227,14,0,10,4,4,0,0.0,0.0,45,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, <=50K
6337,46,377401,9,2,14,0,4,1,0.0,0.43663911845730025,70,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
6338,34,167063,9,4,11,3,4,1,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6339,43,253759,10,2,13,5,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6340,42,183096,10,0,4,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6341,31,269654,13,4,12,1,4,1,0.0,0.0,48,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6343,32,34104,10,2,4,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6344,46,80057,9,2,1,0,4,1,0.0,0.0,40,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
6345,42,369781,4,0,3,4,4,1,0.0,0.0,25,39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, <=50K
6346,21,223811,11,4,4,3,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
6347,24,163053,13,4,12,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6348,23,189461,9,4,12,2,4,1,0.0,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6349,50,145166,14,2,10,0,4,1,0.07298072980729807,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
6350,37,86310,10,0,1,4,4,0,0.0,0.0,45,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6352,44,280362,12,2,3,0,4,1,0.0,0.0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, >50K
6353,29,301031,9,2,14,0,2,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6354,30,74966,11,2,1,5,4,0,0.0,0.0,24,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
6355,36,254493,10,2,12,0,4,1,0.0,0.0,44,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6356,49,204241,13,4,12,1,4,1,0.0,0.0,45,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6357,29,225024,9,0,3,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6358,45,148222,9,4,1,1,2,0,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6359,75,113868,16,2,10,0,2,1,0.0,0.0,20,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, >50K
6361,37,44780,12,0,4,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, <=50K
6362,51,86373,13,2,7,0,4,1,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6363,61,176753,9,2,5,0,4,1,0.0,0.0,48,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6365,50,370733,9,2,1,0,2,1,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6366,59,216851,9,4,7,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6367,25,137951,9,4,1,4,4,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6368,22,185279,9,4,6,3,4,1,0.0,0.0,16,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6369,56,159724,10,2,14,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
6370,44,103233,13,4,1,4,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6371,35,63509,11,2,3,0,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
6372,57,174353,9,4,4,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6373,47,168109,9,2,5,0,4,1,0.15024150241502415,0.0,50,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
